ingredient',pairings'
"'beans, fava'","['bacon', ' basil', ' butter, unsalted', ' cheese, dry feta', ' cheese, manchego', ' cheese, parmesan', ' cheese, pecorino', ' cheese, ricotta', ' cheese, sheep's milk', ' chile peppers', ' chives, fresh', ' cilantro', ' corn', ' cream', ' cumin', ' curry', ' dill', ' duck', ' falafel', ' fennel', ' fish', ' garlic', ' gnocchi', ' greens, bitter', ' ham', ' herbs', ' lamb', ' leeks', ' lemon, juice', ' lentils', ' lobster', ' mint', ' oil, walnut', ' olive oil', ' onions', ' orange, zest', ' oregano', ' parsley, flat-leaf', ' pasta', ' peas', ' pepper, black', ' poultry', ' prosciutto', ' rabbit', ' radishes', ' rice and risotto', ' rosemary', ' sage, fresh', ' salads', ' salt, kosher', ' salt, sea', ' savory', ' shellfish', ' shallots', ' soups', ' spinach', ' steak', ' stir-fries', ' stock, chicken', ' thyme', ' tomatoes', ' vinaigrette', ' vinegar, cider', ' walnuts', ' yogurt']"
"'beans, flageolet'","['apples', ' arugula', ' basil', ' bay leaf', ' butter', ' carrots', ' cassoulet', ' celery', ' cheese', ' chicken', ' cream', ' fines herbes', ' fish', ' garlic', ' lamb', ' lemon, juice', ' lime', ' marjoram', ' olive oil', ' onions', ' orange', ' parsley', ' pasta', ' pepper, black', ' pork', ' poultry', ' salads', ' salt', ' savory', ' shallots', ' soups', ' stocks, chicken', ' stocks, vegetable', ' tarragon', ' thyme', ' tomatoes and tomato sauces', ' vinegar, red wine', ' wine, dry white']"
"'beans, green'","['almonds', ' anchovies', ' bacon', ' basil', ' bay leaf', ' beans, shell', ' bell pepper, red', ' bread crumbs', ' butter, unsalted', ' capers', ' carrots', ' cayenne', ' cheese, asiago', ' cheese, blue', ' cheese, feta', ' cheese, goat', ' cheese, parmesan', ' chervil', ' chickpeas', ' chile peppers', ' chives', ' cilantro', ' coconut', ' corn', ' cream', ' crème fraîche', ' cumin', ' curry leaves', ' dill', ' eggs', ' fennel', ' garlic', ' ginger, fresh', ' ham', ' lemon, juice', ' lemon balm', ' lime, juice', ' lovage', ' marjoram', ' mint', ' mushrooms', ' mustard, dijon', ' mustard seeds, black', ' nuts', ' oil, peanut', ' oil, sesame', ' olive oil', ' olives, black', ' olives, niçoise', ' onions', ' oregano', ' pancetta', ' paprika, smoked', ' paprika, sweet', ' parsley', ' peanuts', ' pepper, black', ' pepper, white', ' pernod', ' pork', ' potatoes', ' prosciutto', ' red pepper flakes', ' rosemary', ' sage', ' salt, kosher', ' savory, summer', ' shallots', ' shrimp', ' soy sauce', ' stock, chicken', ' sugar', ' tamari', ' tarragon', ' thyme', ' tomatoes', ' vinaigrettes', ' vinegar, red wine', ' vinegar, rice wine', ' vinegar, sherry', ' vinegar, tarragon', ' vinegar, white wine', ' walnuts', ' yogurt']"
"'beans, kidney'","['bacon', ' bay leaf', ' bell pepper', ' cardamom', ' carrots', ' cayenne', ' chile peppers, dried red', ' chile peppers, fresh green', ' chili', ' chorizo', ' cinnamon', ' cloves', ' coriander', ' cumin', ' curry leaves', ' garam masala', ' garlic', ' ginger', ' olive oil', ' onions', ' parsley', ' pepper, black', ' pork', ' potatoes', ' saffron', ' salt', ' sauerkraut', ' savory', ' thyme', ' tomatoes', ' turmeric', ' wine, red']"
"'beans, lima'","['bacon', ' bay leaf', ' butter', ' chile peppers', ' cilantro', ' cream', ' cumin', ' curries', ' dill', ' fish', ' garlic', ' greens, bitter', ' ham and ham hocks', ' herbs', ' leeks', ' lemon, juice', ' mint', ' olive oil', ' onions', ' oregano', ' parsley, flat-leaf', ' pepper, ground', ' poultry', ' rosemary', ' sage', ' salt, kosher', ' savory', ' shallots', ' shellfish', ' sorrel', ' spinach', ' steak', ' succotash', ' thyme', ' tomatoes and tomato sauce', ' tuna', ' vinegar']"
"'beans, navy'","['bacon', ' baked beans', ' basil', ' bay leaf', ' cayenne', ' cheese, parmesan', ' cheese, ricotta', ' chili powder', ' garlic', ' ketchup', ' molasses', ' mustard, dijon', ' mustard, yellow', ' olive oil', ' onions', ' parsley', ' pasta', ' pepper', ' salads', ' salt, kosher', ' savory', ' soups', ' sugar, brown', ' thyme', ' tomatoes', ' vinegar, red wine']"
"'beans, pinto'","['bacon', ' cheese, feta', ' cheese, queso fresco', ' chile peppers, chipotle', ' chile peppers, jalapeño', ' chile peppers, poblano', ' chile peppers, serrano', ' chili', ' cilantro', ' cumin', ' epazote', ' garlic', ' mint', ' oil, safflower', ' oil, vegetable', ' onions, white', ' oregano, dried', ' paprika', ' parsley', ' pork', ' refried beans', ' salt', ' savory', ' scallions', ' sour cream', ' tequila', ' tomatoes']"
"'beans, red'","['bell peppers', ' chile peppers', ' chili', ' chorizo', ' garlic', ' olive oil', ' onions', ' parsley', ' pork', ' sausage', ' savory', ' stews']"
"'beans, white'","['ale or beer, dark', ' ancho chili powder', ' apricots, dried', ' arugula', ' bacon', ' basil', ' bay leaf', ' bouquet garni', ' bourbon', ' broccoli rabe', ' butter, unsalted', ' carrots', ' celery', ' cheese, manchego', ' cheese, parmesan', ' cheese, pecorino romano', ' chile peppers, dried', ' chives', ' cloves', ' cream', ' fennel', ' garlic', ' ginger, ground', ' ham', ' lamb', ' lemon, juice', ' maple syrup', ' mirepoix (carrots, celery, onions)', ' molasses', ' mushrooms, wild', ' mustard, dry', ' oil, peanut', ' olive oil', ' onions', ' parsley, flat-leaf', ' pasta', ' pepper, black', ' pepper, white', ' pork', ' prosciutto', ' red pepper flakes', ' rosemary', ' rum, dark', ' sage', ' salt, kosher', ' salt, sea', ' savory', ' shallots', ' soups', ' squash, winter', ' stocks, chicken', ' stocks, vegetable', ' sugar, brown', ' tarragon', ' thyme', ' tomatoes and tomato paste', ' truffles', ' vinegar, balsamic', ' vinegar, cider', ' vinegar, red wine', ' wine, dry white']"
'beef',"['allspice', ' bacon', ' basil', ' bay leaf', ' beans, green', ' béarnaise sauce', ' beer', ' bouquet garni', ' brandy', ' butter, unsalted', ' capers', ' carrots', ' cayenne', ' celery', ' cheese, blue', ' chiles', ' chives', ' chocolate and cocoa powder', ' cilantro', ' cinnamon', ' cloves', ' coffee / espresso', ' cognac', ' coriander', ' corn', ' cornichons', ' cream', ' cumin', ' curry', ' fat, chicken', ' fat, goose', ' foie gras', ' garlic', ' ginger', ' herbs', ' horseradish', ' hyssop', ' leeks', ' marrow, beef', ' mint', ' miso, red', ' mushrooms', ' mustard, dijon', ' oil, canola', ' oil, sesame', ' olive oil', ' onions, green', ' onions, red', ' onions, spanish', ' onions, yellow', ' orange', ' oregano', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' potatoes', ' red pepper flakes', ' rosemary', ' saffron', ' salt,fleur de sel', ' salt, kosher', ' shallots', ' soy sauce', ' spinach', ' stocks, beef', ' stocks, chicken', ' stocks, veal', ' sugar', ' tarragon', ' thyme', ' tomatoes and tomato paste', ' truffles', ' turnips', ' vinaigrette', ' vinegar, cider', ' vinegar, red wine', ' vinegar, rice wine', ' vinegar, sherry', ' vinegar, tarragon', ' wine, red', ' zucchini']"
"'beef, brisket'","['barbecue rub', ' barbecue sauce', ' bay leaf', ' beer', ' cabbage, with corned beef brisket', ' chili powder', ' cinnamon', ' cumin', ' fennel seeds', ' garlic', ' horseradish', ' maple syrup', ' mirepoix', ' mustard', ' olive oil', ' onions', ' pasilla peppers', ' pepper, black', ' potatoes', ' rosemary', ' salt', ' soups', ' star anise', ' stews', ' stock, beef', ' sugar, brown', ' thyme', ' tomatoes and tomato paste', ' vinegar, sherry', ' vinegar, wine', ' wine, red']"
"'beef, cheeks'","['apples', ' bay leaf', ' butter, unsalted', ' carrots', ' celery', ' celery root', ' chives', ' cinnamon', ' cloves', ' garlic', ' horseradish', ' leeks', ' mustard', ' oil, peanut', ' onions', ' pasta', ' pepper, black', ' potatoes', ' risotto', ' rosemary', ' salt, kosher', ' stock, chicken', ' tarragon', ' thyme, fresh', ' tomatoes', ' vegetables, root', ' vinegar, balsamic', ' wine, red']"
"'beef, kobe'","['arugula', ' cheese, parmesan', ' chives', ' garlic', ' ginger', ' horseradish', ' madeira', ' mushrooms', ' oil, sesame', ' olive oil', ' onions', ' pepper, black', ' salt, sea', ' sesame seeds', ' soy sauce', ' truffles, black', ' yuzu juice']"
"'beef, loin'","['butter, unsalted', ' five-spice powder', ' ginger', ' oil, peanut', ' paprika', ' pepper, black', ' pepper, white', ' rosemary, fresh', ' salt, kosher', ' salt, sea', ' sauces', ' soy sauce', ' thyme, fresh', ' wasabi']"
"'beef, oxtails'","['allspice', ' anise', ' basil', ' bay leaf', ' beans', ' beer', ' bell peppers', ' cheese, asiago', ' cheese, pecorino', ' garlic', ' ginger', ' gnocchi', ' leeks', ' madeira', ' mushrooms', ' mustard', ' olive oil', ' onions', ' orange', ' parsley, flat-leaf', ' parsnips', ' pasta', ' pepper, black', ' potatoes', ' risotto', ' salt', ' scallops', ' shallots', ' soups', ' stews', ' stocks, beef', ' stocks, chicken', ' thyme', ' tomatoes and tomato sauce', ' wine, red', ' wine, white']"
"'beef, ribs'","['barbecue sauce', ' spice rub']"
"'beef, roast'","['brandy', ' chocolate', ' coffee', ' garlic', ' horseradish', ' mushrooms, wild', ' rosemary', ' sauces, béarnaise', ' sauces, red wine', ' soy sauce', ' thyme', ' wine, red']"
"'beef, round'","['bell peppers, red', ' bell peppers, green', ' chili powder', ' cilantro', ' cumin', ' garlic', ' lime, juice', ' olive oil', ' onions, red', ' parsley', ' radishes', ' tabasco sauce']"
"'beef, shank'","['garlic', ' ginger', ' lemon', ' onions, green', ' paprika', ' pepper, black', ' sesame oil', ' soy sauce', ' sugar']"
"'beef, short ribs'","['bacon', ' basil', ' bay leaf', ' beer or ale', ' butter, unsalted', ' carrots', ' celery, stalk', ' celery, leaves', ' celery root', ' chervil', ' chile peppers', ' chives', ' cilantro', ' cinnamon', ' coriander', ' garlic', ' ginger', ' gremolata', ' grits', ' horseradish', ' leeks', ' lemon, juice', ' lemon, zest', ' lime', ' mirepoix', ' mushrooms, porcini', ' mushrooms, wild', ' mustard, dijon', ' mustard, meaux', ' molasses', ' oil, canola', ' oil, corn', ' oil, grapeseed', ' oil, hazelnut', ' oil, peanut', ' oil, sesame', ' oil, vegetable', ' oil, walnut', ' olive oil', ' onions', ' orange, juice', ' orange, zest', ' oregano', ' parsley, flat-leaf', ' parsnips', ' peas', ' pepper, black', ' pepper, szechuan', ' pepper, white', ' potatoes', ' prosciutto', ' rosemary', ' sage', ' salt, kosher', ' savory', ' shallots', ' sherry, dry', ' soy sauce', ' star anise', ' stock, beef', ' stock, chicken', ' stock, veal', ' sugar, brown', ' sugar, white', ' tamarind', ' tarragon', ' thyme, fresh', ' tomatoes, tomato paste, and tomato sauce', ' turnips', ' vinegar, balsamic', ' vinegar, sherry', ' wine, dry red', ' wine, white', ' worcestershire sauce']"
"'beef, steak'","['aligot (french garlic-cheesy pureed potatoes)', ' allspice', ' arugula', ' basil', ' bay leaf', ' béarnaise sauce', ' brandy', ' butter, unsalted', ' capers', ' cayenne', ' celery root', ' chard', ' cheese, parmesan', ' chile peppers', ' chives', ' cilantro', ' cloves', ' cognac', ' coriander', ' cream', ' cumin', ' five-spice powder', ' fish sauce, thai', ' garlic', ' ginger, fresh', ' herbs', ' honey', ' horseradish', ' juniper berries', ' lemon, juice', ' lemon, zest', ' lemongrass', ' lime, juice', ' marrow', ' mushrooms', ' mustard, dijon', ' oil, canola', ' oil, grapeseed', ' oil, sesame', ' oil, vegetable', ' olive oil', ' onions, red', ' onions, white', ' parsley, flat-leaf', ' pepper, black', ' pepper, green', ' pepper, pink', ' pepper, szechuan', ' pepper, white', ' port', ' potatoes, french fries', ' red pepper flakes', ' rice', ' rosemary', ' salt, kosher', ' scallions', ' shallots', ' sherry, dry', ' soy sauce', ' stocks, beef', ' stocks, veal', ' sugar', ' tamarind', ' tarragon', ' thyme', ' vinegar, balsamic', ' vinegar, champagne', ' vinegar, chinese black', ' vinegar, cider', ' vinegar, red wine', ' vinegar, rice wine', ' vinegar, sherry', ' vinegar, white wine', ' watercress', ' wine, dry red']"
"'beef, steak: filet mignon'","['bacon', ' butter, unsalted', ' cognac', ' cream', ' foie gras', ' garlic', ' leeks', ' mushrooms', ' oil, peanut', ' olive oil', ' onions', ' pepper, black', ' pepper, green', ' port', ' potatoes', ' rosemary', ' salt', ' shallots', ' sherry', ' stocks, beef', ' stocks, mushroom', ' stocks, veal', ' thyme', ' vinegar, balsamic', ' wine, dry red', ' wine, madeira']"
"'beef, steak: flank'","['chile peppers', ' cilantro', ' cumin', ' garlic', ' hoisin sauce', ' honey', ' lime, juice', ' molasses', ' mustard, brown', ' oil, peanut', ' oil, sesame', ' olive oil', ' oregano', ' salsa', ' salt', ' soy sauce', ' sugar', ' thyme', ' vinegar, balsamic']"
"'beef, steak: hanger'","['bell peppers', ' brandy', ' celery root', ' ginger', ' mushrooms', ' mustard', ' onions', ' parsnips', ' pepper, black', ' salsa verde', ' scallions', ' soy sauce', ' thyme', ' wine, red']"
"'beef, steak: rib eye'","['garlic', ' mushrooms, porcini, dried', ' olive oil', ' oregano', ' pepper, black', ' red pepper flakes', ' rosemary', ' vinegar, balsamic', ' vinegar, red wine']"
"'beef, steak: skirt'","['allspice', ' anchovies', ' butter', ' capers', ' chile peppers, ancho', ' cinnamon', ' cumin', ' endive, belgian', ' garlic', ' lime, juice', ' lime, zest', ' mustard', ' oil, canola', ' olive oil', ' onions, red', ' oregano', ' paprika', ' parsley, flat-leaf', ' red pepper flakes', ' rosemary', ' salt, kosher', ' salt, sea', ' scallions', ' soy sauce', ' thyme', ' vinegar, balsamic']"
'beer',"['beef', ' cheese, cheddar', ' ham', ' marinades', ' meats', ' onions', ' pork', ' sauces', ' sauerkraut', ' sausages', ' shrimp', ' stews']"
'beets',"['apples', ' arugula', ' avocado', ' basil', ' beans, green', ' beef', ' beet greens', ' butter, unsalted', ' cabbage', ' capers', ' caraway seeds', ' carrots', ' caviar', ' celery', ' cheese, blue', ' cheese, cambozola', ' cheese, cheddar', ' cheese, goat', ' cheese, parmesan', ' cheese, roquefort', ' cheese, salty', ' chervil', ' chicory', ' chiles', ' chives', ' cilantro', ' citrus', ' coriander', ' cream', ' crème fraîche', ' cumin', ' curry', ' dill', ' eggs, hard-boiled', ' endive', ' escarole', ' fennel', ' fennel seeds', ' fish', ' frisée', ' garlic', ' ginger', ' herbs', ' honey', ' herring', ' horseradish', ' leeks', ' lemon, juice', ' lemon, zest', ' lemon balm', ' lemon thyme', ' lemon verbena', ' lime', ' maple syrup', ' milk', ' mint', ' mushrooms', ' mustard, dijon', ' mustard oil', ' nutmeg', ' oil, canola', ' oil, peanut', ' oil, vegetable', ' oil, walnut', ' olive oil', ' olives', ' onions, red', ' onions, white', ' onions, yellow', ' orange, juice', ' orange, zest', ' parsley, flat-leaf', ' pasta', ' pears', ' pepper, black', ' pepper, white', ' pistachios', ' potatoes', ' radishes', ' rosemary', ' salads', ' salt, kosher', ' salt, sea', ' scallions', ' shallots', ' sherry', ' soups', ' sour cream', ' spinach', ' stocks, chicken', ' stocks, veal', ' stocks, vegetable', ' sugar, brown', ' sugar, white', ' tarragon', ' thyme', ' vinaigrette, mustard', ' vinegar, balsamic', ' vinegar, champagne', ' vinegar, cider', ' vinegar, raspberry', ' vinegar, red wine', ' vinegar, sherry', ' vinegar, tarragon', ' vinegar, white wine', ' vodka', ' walnuts and walnut oil', ' wine, white', ' yogurt']"
'bell peppers',"['anchovies', ' anise', ' arugula', ' bacon', ' basil', ' bay leaf', ' beef', ' butter', ' capers', ' cardamom', ' carrots', ' cayenne', ' cheese', ' chile peppers', ' chives', ' cilantro', ' coriander', ' cream', ' cumin', ' curry', ' eggplant', ' fennel', ' fennel seeds', ' game', ' game birds', ' garlic', ' ginger, fresh', ' goulash', ' hazelnuts', ' honey', ' lamb', ' lemon, juice', ' lemongrass', ' lime, juice', ' lovage', ' marjoram', ' mint', ' mirepoix', ' mushrooms', ' mustard', ' oil, canola', ' olive oil', ' olives', ' onions', ' oregano', ' paprika, smoked', ' parsley, flat-leaf', ' pasta', ' peas', ' pepper, black', ' peppers, piquillo', ' pine nuts', ' pizza', ' polenta', ' pork', ' potatoes', ' quail', ' red pepper flakes', ' rice', ' rosemary', ' saffron', ' salads', ' salt, kosher', ' salt, sea', ' sausages', ' savory', ' scallions', ' sea bass', ' sesame oil', ' shallots', ' squash', ' stews', ' stir-fried dishes', ' stocks, chicken', ' stocks, vegetable', ' sugar', ' swordfish', ' tabasco sauce', ' thyme', ' tomatoes', ' tuna', ' vinegar, balsamic', ' vinegar, champagne', ' vinegar, cider', ' vinegar, red wine', ' vinegar, sherry', ' vinegar, white wine', ' watercress', ' wine, dry white', ' wine, sweet sherry', ' zucchini']"
'berries',"['cheese, ricotta', ' chocolate, dark', ' chocolate, milk', ' chocolate, white', ' cream', ' crème de cassis', ' crème de menthe', ' crème fraîche', ' elderflower syrup', ' game', ' honey, wildflower', ' lemon, juice', ' lemon, zest', ' lime, juice', ' mint', ' pepper, black', ' poppy seeds', ' salads, fruit', ' sour cream', ' sugar, brown', ' sugar, white', ' yogurt']"
'bitterness',"['arugula', ' baking powder', ' baking soda', ' beans, lima', ' beer', ' bell peppers, green', ' bitters', ' broccoli rabe', ' brussels sprouts', ' cabbage, green', ' caffeine', ' chard', ' chicory', ' chocolate, dark', ' cocoa', ' coffee', ' cranberries', ' eggplant', ' endive', ' escarole', ' fenugreek', ' frisée', ' grapefruit', ' greens, bitter', ' greens, dark leafy', ' herbs, many', ' horseradish', ' kale', ' lettuce, romaine', ' liver, calf's', ' melon, bitter', ' olives', ' radicchio', ' rhubarb', ' spices, many', ' spinach', ' tea', ' tonic water', ' turmeric', ' walnuts', ' watercress', ' wine, red', ' zest, lemon', ' zest, orange', ' zest, etc.', ' zucchini']"
'blackberries',"['almonds', ' apples', ' apricots', ' bananas', ' blueberries', ' brandy', ' butter, unsalted', ' buttermilk', ' caramel', ' cheese, goat', ' chocolate, dark', ' chocolate, white', ' cinnamon', ' cloves', ' cobblers', ' cointreau', ' cornmeal', ' cream and ice cream', ' cream cheese', ' crème de cassis', ' crème fraîche', ' custard', ' ginger', ' grand marnier', ' hazelnuts', ' honey', ' kirsch', ' lemon, juice', ' lime, juice', ' lime, zest', ' liqueurs, berry', ' mango', ' mascarpone', ' melons', ' mint', ' nectarines', ' oats', ' oranges', ' peaches', ' pies', ' pork', ' raspberries', ' salads, fruit', ' salt', ' sour cream', ' strawberries', ' sugar, brown', ' sugar, white', ' vanilla', ' watermelon', ' wine', ' yogurt']"
